participant,age,gender,academic_status,prof_exp_years,acc_and1,acc_and2,acc_or1,acc_and3,acc_placebo1,acc_or2,acc_xor1,acc_xor2,acc_or3,acc_xor3,acc_placebo2,acc_not1,acc_lshift1,acc_lshift2,acc_not2,acc_and4,acc_rshift1,acc_not3,acc_xor4,acc_lshift3,acc_lshift4,acc_palcebo3,acc_not4,acc_rshift2,acc_rshift3,acc_and5,acc_rshift4,res_and1,res_and2,res_or1,res_and3,res_placebo1,res_or2,res_xor1,res_xor2,res_or3,res_xor3,res_placebo2,res_not1,res_lshift1,res_lshift2,res_not2,res_and4,res_rshift1,res_not3,res_xor4,res_lshift3,res_lshift4,res_palcebo3,res_not4,res_rshift2,res_rshift3,res_and5,res_rshift4
1,27,female,master,0,"1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","7471","9208","27553","6270","39428","7086","24692","33902","17389","7887","27546","38554","16834","20148","7412","9006","47241","16537","13518","19825","6112","19111","29169","13360","42691","7968","15689"
